user_id,signup_date,plan,country
219,2025-09-27,basic,US
220,2025-10-25,free,US
221,2025-09-08,free,US
222,2025-09-28,free,CA
223,2025-10-13,free,BR
224,2025-09-13,premium,US
225,2025-10-14,free,US
226,2025-09-19,basic,US
227,2025-10-19,free,US
228,2025-10-05,free,US
229,2025-10-03,basic,US
230,2025-09-11,free,UK
231,2025-09-28,premium,US
232,2025-10-22,basic,US
233,2025-09-02,basic,US
234,2025-10-16,free,US
235,2025-09-30,free,CA
236,2025-10-14,premium,US
237,2025-10-10,free,BR
238,2025-09-26,free,CA
239,2025-09-19,free,US
240,2025-10-08,basic,MX
241,2025-09-09,basic,UK
242,2025-10-06,basic,US
243,2025-09-06,basic,US
244,2025-10-09,free,UK
245,2025-10-08,premium,CA
246,2025-09-06,free,US
247,2025-10-16,basic,US
248,2025-09-25,free,US
249,2025-10-18,premium,CA
250,2025-09-03,free,US
251,2025-09-11,free,US
252,2025-09-30,free,MX
253,2025-09-12,free,UK
254,2025-09-20,free,CA
255,2025-10-10,basic,US
256,2025-09-09,free,US
257,2025-10-11,premium,UK
258,2025-09-07,free,UK
259,2025-09-11,basic,US
260,2025-10-06,free,MX
261,2025-10-18,basic,US
262,2025-09-11,basic,US
263,2025-09-18,free,US
264,2025-10-26,premium,US
265,2025-10-30,free,US
266,2025-10-05,free,CA
267,2025-09-27,basic,US
268,2025-09-21,basic,US
269,2025-10-07,free,US
270,2025-10-06,free,US
271,2025-09-18,premium,US
272,2025-09-02,basic,US
273,2025-09-10,premium,US
274,2025-10-28,basic,MX
275,2025-09-26,basic,UK
276,2025-09-29,free,US
277,2025-09-29,premium,UK
278,2025-10-17,free,UK
279,2025-09-04,basic,CA
280,2025-09-05,free,MX
281,2025-09-17,basic,MX
282,2025-09-30,basic,MX
283,2025-10-11,basic,MX
284,2025-09-30,premium,US
285,2025-09-27,free,UK
286,2025-10-27,basic,US
287,2025-09-10,free,BR
288,2025-10-05,free,US
289,2025-10-03,free,US
290,2025-09-29,free,US
291,2025-10-19,free,US
292,2025-09-17,basic,US
293,2025-10-28,basic,US
294,2025-09-20,basic,US
295,2025-10-03,free,US
296,2025-10-02,free,US
297,2025-10-21,free,UK
298,2025-09-27,basic,US
299,2025-09-18,premium,US
300,2025-09-02,free,US
301,2025-09-22,basic,US
302,2025-10-20,free,US
303,2025-09-01,free,MX
304,2025-10-24,free,UK
305,2025-10-03,free,US
306,2025-09-09,basic,MX
307,2025-09-19,premium,US
308,2025-10-04,free,US
309,2025-09-19,basic,US
310,2025-09-07,basic,US
311,2025-10-10,premium,MX
312,2025-10-11,basic,MX
313,2025-09-08,free,BR
314,2025-09-17,basic,US
315,2025-09-15,free,MX
316,2025-10-10,premium,US
317,2025-10-14,free,US
318,2025-10-14,basic,US
319,2025-10-27,free,MX
320,2025-10-17,free,UK
321,2025-09-20,premium,US
322,2025-09-07,basic,US
323,2025-10-07,free,BR
324,2025-10-25,premium,CA
325,2025-10-29,premium,US
326,2025-09-14,free,MX
327,2025-09-15,basic,MX
328,2025-09-03,free,CA
329,2025-09-09,basic,US
330,2025-10-04,free,UK
331,2025-10-03,free,US
332,2025-09-23,premium,CA
333,2025-09-19,premium,US
334,2025-10-20,basic,US
335,2025-09-28,premium,US
336,2025-10-19,basic,US
337,2025-10-28,basic,US
338,2025-09-20,basic,US
339,2025-09-13,free,US
340,2025-10-28,free,US
341,2025-10-09,free,BR
342,2025-09-18,basic,CA
343,2025-10-08,free,MX
344,2025-10-01,free,US
345,2025-10-25,basic,US
346,2025-09-16,free,UK
347,2025-10-30,free,US
348,2025-10-27,basic,US
349,2025-09-11,premium,UK
350,2025-09-10,free,UK
351,2025-10-02,free,US
352,2025-09-03,free,MX
353,2025-09-18,basic,US
354,2025-09-27,basic,BR
355,2025-10-29,free,US
356,2025-10-30,basic,US
357,2025-09-10,free,MX
358,2025-10-24,free,US
359,2025-09-06,premium,MX
360,2025-10-15,free,US
361,2025-10-21,free,CA
362,2025-10-24,free,CA
363,2025-09-14,basic,US
364,2025-10-24,premium,BR
365,2025-09-07,premium,US
366,2025-10-02,free,US
367,2025-09-29,free,US
368,2025-09-19,basic,CA
369,2025-09-02,free,CA
370,2025-10-17,premium,UK
371,2025-09-21,basic,CA
372,2025-10-10,free,UK
373,2025-09-25,basic,US
374,2025-09-23,free,UK
375,2025-10-24,free,US
376,2025-09-06,basic,US
377,2025-10-15,basic,US
378,2025-10-15,basic,US
379,2025-09-23,basic,US
380,2025-09-16,premium,US
381,2025-09-01,premium,US
382,2025-10-27,basic,US
383,2025-10-27,free,CA
384,2025-09-15,basic,MX
385,2025-09-02,premium,US
386,2025-09-08,free,US
387,2025-09-05,free,US
388,2025-10-20,free,US
389,2025-10-24,free,CA
390,2025-09-10,basic,US
391,2025-10-15,free,BR
392,2025-09-11,basic,BR
393,2025-09-23,basic,US
394,2025-10-06,basic,CA
395,2025-10-14,free,US
396,2025-10-23,free,CA
397,2025-09-03,basic,BR
398,2025-09-12,basic,BR
399,2025-09-17,free,MX
400,2025-09-19,premium,CA
401,2025-10-30,free,UK
402,2025-10-17,premium,US
403,2025-09-20,free,CA
404,2025-10-29,free,BR
405,2025-09-30,basic,US
406,2025-10-01,free,UK
407,2025-09-27,free,US
408,2025-09-09,free,US
409,2025-10-27,free,US
410,2025-09-01,basic,US
411,2025-09-11,free,CA
412,2025-09-14,basic,US
413,2025-09-17,basic,US
414,2025-09-08,free,US
415,2025-09-02,free,US
416,2025-10-11,premium,CA
417,2025-10-29,basic,CA
418,2025-09-08,basic,US
419,2025-09-18,basic,US
420,2025-10-01,free,US
421,2025-10-26,free,MX
422,2025-10-12,basic,US
423,2025-10-16,free,US
424,2025-10-05,basic,US
425,2025-09-26,basic,US
426,2025-09-12,basic,US
427,2025-10-22,free,US
428,2025-10-19,free,CA
429,2025-09-02,free,BR
430,2025-10-13,free,US
431,2025-09-06,basic,CA
432,2025-10-15,free,CA
433,2025-10-20,free,US
434,2025-09-08,free,US
435,2025-09-27,free,US
436,2025-09-08,basic,BR
437,2025-10-05,free,US
438,2025-10-26,premium,MX
439,2025-09-05,free,US
440,2025-09-24,basic,US
441,2025-10-29,free,UK
442,2025-09-19,free,US
443,2025-09-08,premium,CA
444,2025-09-30,premium,UK
445,2025-10-01,premium,CA
446,2025-10-10,free,US
447,2025-09-19,free,CA
448,2025-10-28,basic,US
449,2025-10-02,free,US
450,2025-09-18,basic,CA
451,2025-10-28,basic,MX
452,2025-10-26,basic,US
453,2025-09-30,basic,US
454,2025-09-02,basic,CA
455,2025-10-06,free,BR
456,2025-10-04,free,US
457,2025-09-09,basic,CA
458,2025-10-09,free,US
459,2025-10-21,free,US
460,2025-09-07,free,MX
461,2025-10-14,basic,UK
462,2025-09-09,basic,US
463,2025-10-15,basic,US
464,2025-09-26,free,US
465,2025-09-01,free,CA
466,2025-10-28,basic,US
467,2025-09-10,free,US
468,2025-10-06,basic,UK
469,2025-09-11,basic,US
470,2025-10-26,free,US
471,2025-10-15,free,US
472,2025-10-19,free,CA
473,2025-09-26,premium,US
474,2025-09-29,basic,US
475,2025-10-09,free,US
476,2025-10-18,premium,BR
477,2025-10-21,free,BR
478,2025-09-02,free,US
479,2025-10-10,premium,US
480,2025-09-07,free,CA
481,2025-09-18,free,US
482,2025-10-20,basic,US
483,2025-09-16,free,US
484,2025-10-18,basic,US
485,2025-09-28,free,US
486,2025-09-14,free,US
487,2025-09-21,free,US
488,2025-10-02,free,US
489,2025-10-16,free,BR
490,2025-10-07,free,US
491,2025-10-26,premium,US
492,2025-10-23,free,CA
493,2025-10-16,free,US
494,2025-10-07,free,BR
495,2025-09-18,free,US
496,2025-09-25,free,BR
497,2025-09-08,basic,US
498,2025-09-23,free,US
499,2025-10-26,premium,US
500,2025-09-26,premium,US
501,2025-09-07,free,US
502,2025-10-10,free,BR
503,2025-10-28,free,CA
504,2025-10-23,basic,US
505,2025-09-17,free,CA
506,2025-09-28,premium,BR
507,2025-10-02,basic,CA
508,2025-09-15,basic,MX
509,2025-09-17,basic,MX
510,2025-09-15,premium,US
511,2025-10-30,free,MX
512,2025-10-15,free,UK
513,2025-10-21,free,US
514,2025-10-19,premium,US
515,2025-10-28,basic,US
516,2025-09-07,basic,UK
517,2025-10-23,free,US
518,2025-09-04,premium,MX
519,2025-09-29,free,CA
520,2025-10-06,free,UK
521,2025-09-22,premium,US
522,2025-09-09,free,BR
523,2025-09-12,free,CA
524,2025-10-20,basic,US
525,2025-09-20,free,BR
526,2025-09-19,free,US
527,2025-10-26,free,MX
528,2025-09-09,free,US
529,2025-10-25,premium,US
530,2025-10-26,basic,US
531,2025-10-06,free,US
532,2025-09-10,free,US
533,2025-09-10,free,MX
534,2025-09-18,basic,US
535,2025-10-05,premium,US
536,2025-09-10,premium,MX
537,2025-09-28,free,MX
538,2025-09-07,free,US
539,2025-10-03,free,UK
540,2025-09-02,basic,US
541,2025-10-13,free,CA
542,2025-09-04,basic,US
543,2025-09-12,basic,BR
544,2025-09-11,free,UK
545,2025-10-20,free,CA
546,2025-09-04,free,US
547,2025-09-26,free,MX
548,2025-10-06,free,US
549,2025-10-01,basic,MX
550,2025-10-11,free,BR
551,2025-10-19,free,UK
552,2025-09-24,basic,US
553,2025-10-20,basic,US
554,2025-09-20,free,US
555,2025-10-30,basic,US
556,2025-10-01,premium,US
557,2025-10-15,basic,US
558,2025-10-23,basic,BR
559,2025-10-18,free,US
560,2025-10-22,premium,US
561,2025-10-03,free,US
562,2025-09-03,premium,CA
563,2025-09-30,basic,MX
564,2025-09-11,free,US
565,2025-10-24,free,US
566,2025-09-15,basic,US
567,2025-09-14,basic,US
568,2025-09-15,free,US
569,2025-10-09,basic,US
570,2025-10-05,premium,UK
571,2025-10-27,free,US
572,2025-09-25,free,MX
573,2025-09-17,free,US
574,2025-09-03,basic,UK
575,2025-09-01,free,UK
576,2025-09-23,premium,BR
577,2025-10-26,free,US
578,2025-10-02,basic,US
579,2025-10-24,free,CA
580,2025-09-07,free,BR
581,2025-09-06,basic,US
582,2025-10-21,free,US
583,2025-09-07,basic,US
584,2025-09-04,premium,CA
585,2025-09-25,premium,MX
586,2025-10-26,premium,MX
587,2025-10-12,free,MX
588,2025-09-06,basic,US
589,2025-10-21,premium,US
590,2025-10-21,free,US
591,2025-10-19,free,BR
592,2025-10-25,basic,US
593,2025-09-15,free,US
594,2025-10-29,basic,US
595,2025-09-20,premium,US
596,2025-10-19,basic,US
597,2025-10-05,free,US
598,2025-10-17,free,US
599,2025-10-08,free,BR
600,2025-10-09,free,US
601,2025-10-07,basic,US
602,2025-10-17,basic,US
603,2025-10-15,free,CA
604,2025-09-09,free,US
605,2025-10-20,premium,BR
606,2025-10-03,free,UK
607,2025-09-20,basic,MX
608,2025-10-01,free,US
609,2025-10-29,basic,BR
610,2025-10-22,free,US
611,2025-10-21,basic,US
612,2025-09-28,free,US
613,2025-10-18,basic,US
614,2025-09-24,free,US
615,2025-10-12,free,US
616,2025-10-09,basic,US
617,2025-09-15,free,US
618,2025-09-16,free,US
619,2025-09-04,free,UK
620,2025-09-09,free,US
621,2025-09-27,free,MX
622,2025-09-29,premium,US
623,2025-09-10,free,US
624,2025-09-26,basic,US
625,2025-10-07,premium,US
626,2025-09-14,free,US
627,2025-09-21,basic,US
628,2025-09-23,premium,US
629,2025-10-01,basic,US
630,2025-09-22,free,US
631,2025-10-15,free,US
632,2025-09-20,free,US
633,2025-09-27,basic,US
634,2025-09-23,premium,US
635,2025-09-11,premium,US
636,2025-10-12,free,US
637,2025-09-15,basic,US
638,2025-09-18,free,UK
639,2025-10-18,premium,US
640,2025-10-27,free,US
641,2025-10-11,premium,US
642,2025-10-25,basic,UK
643,2025-10-22,free,MX
644,2025-09-29,free,MX
645,2025-10-17,basic,UK
646,2025-09-20,free,US
647,2025-09-28,basic,UK
648,2025-10-03,premium,US
649,2025-10-28,basic,MX
650,2025-10-21,free,US
651,2025-09-30,free,US
652,2025-10-10,free,UK
653,2025-09-13,premium,US
654,2025-10-19,free,UK
655,2025-10-04,free,US
656,2025-10-02,free,MX
657,2025-10-16,premium,UK
658,2025-10-08,free,US
659,2025-09-05,premium,UK
660,2025-09-18,basic,US
661,2025-09-11,basic,BR
662,2025-10-15,premium,US
663,2025-09-03,basic,US
664,2025-09-13,premium,MX
665,2025-10-06,free,US
666,2025-10-12,basic,US
667,2025-10-01,basic,US
668,2025-10-22,basic,CA
669,2025-10-26,premium,US
670,2025-09-08,premium,BR
671,2025-10-28,basic,UK
672,2025-10-07,free,US
673,2025-10-09,free,US
674,2025-09-06,free,MX
675,2025-10-08,free,US
676,2025-10-14,free,US
677,2025-10-05,free,MX
678,2025-09-06,free,US
679,2025-10-02,basic,US
680,2025-10-27,free,MX
681,2025-10-14,premium,US
682,2025-09-09,basic,US
683,2025-10-28,free,US
684,2025-10-28,free,CA
685,2025-09-11,free,MX
686,2025-10-19,premium,US
687,2025-09-25,free,US
688,2025-10-06,basic,US
689,2025-09-27,premium,US
690,2025-10-17,premium,US
691,2025-10-30,free,UK
692,2025-10-18,free,US
693,2025-10-26,free,CA
694,2025-10-27,free,US
695,2025-09-06,free,US
696,2025-09-16,basic,US
697,2025-10-14,premium,US
698,2025-10-06,basic,BR
699,2025-09-04,basic,UK
700,2025-09-06,free,CA
701,2025-10-02,basic,US
702,2025-10-07,basic,BR
703,2025-09-11,premium,US
704,2025-09-11,premium,UK
705,2025-09-08,free,US
706,2025-10-04,free,US
707,2025-09-01,free,US
708,2025-10-05,free,US
709,2025-09-29,premium,US
710,2025-09-28,free,UK
711,2025-10-11,basic,BR
712,2025-10-02,basic,UK
713,2025-10-14,free,US
714,2025-10-16,free,US
715,2025-10-26,basic,US
716,2025-10-18,basic,US
717,2025-10-02,free,US
718,2025-09-30,free,US
719,2025-09-15,basic,US
720,2025-10-06,free,US
721,2025-09-09,premium,US
722,2025-10-26,free,MX
723,2025-10-21,free,US
724,2025-09-08,free,UK
725,2025-10-18,basic,US
726,2025-09-08,basic,CA
727,2025-10-14,free,MX
728,2025-09-06,premium,BR
729,2025-09-30,free,BR
730,2025-10-10,free,CA
731,2025-10-14,free,MX
732,2025-09-26,free,US
733,2025-10-26,basic,US
734,2025-10-17,free,MX
735,2025-09-13,basic,US
736,2025-10-11,free,US
737,2025-10-14,premium,US
738,2025-09-21,free,US
739,2025-10-15,premium,US
740,2025-10-24,free,MX
741,2025-10-20,free,BR
742,2025-10-16,basic,CA
743,2025-10-09,basic,US
744,2025-09-17,basic,US
745,2025-10-18,free,US
746,2025-09-22,basic,US
747,2025-10-02,premium,MX
748,2025-09-19,basic,US
749,2025-09-19,free,UK
750,2025-09-10,basic,US
751,2025-10-28,basic,CA
752,2025-09-09,premium,US
753,2025-09-06,free,US
754,2025-10-27,free,BR
755,2025-10-04,basic,US
756,2025-09-27,basic,BR
757,2025-10-15,basic,US
758,2025-09-23,free,US
759,2025-09-08,free,US
760,2025-10-14,basic,BR
761,2025-09-11,free,US
762,2025-10-04,free,CA
763,2025-10-27,basic,BR
764,2025-10-27,basic,MX
765,2025-09-22,premium,US
766,2025-10-17,free,BR
767,2025-10-07,free,UK
768,2025-09-29,premium,US
769,2025-09-09,free,US
770,2025-09-23,free,US
771,2025-10-10,free,US
772,2025-10-30,basic,BR
773,2025-09-01,premium,US
774,2025-10-14,basic,US
775,2025-10-21,basic,US
776,2025-10-28,free,US
777,2025-09-26,free,US
778,2025-09-08,free,CA
779,2025-09-17,free,MX
780,2025-10-22,free,US
781,2025-10-23,free,BR
782,2025-10-09,free,US
783,2025-09-08,basic,US
784,2025-09-08,basic,US
785,2025-09-29,free,UK
786,2025-10-06,free,BR
787,2025-09-02,basic,MX
788,2025-10-12,basic,US
789,2025-10-03,basic,US
790,2025-09-01,free,MX
791,2025-09-06,basic,US
792,2025-09-28,free,UK
793,2025-10-14,free,BR
794,2025-10-20,free,US
795,2025-09-26,free,BR
796,2025-09-18,free,UK
797,2025-10-29,free,US
798,2025-09-28,basic,MX
799,2025-09-19,free,UK
800,2025-09-27,free,US
801,2025-09-01,free,CA
802,2025-09-19,free,US
803,2025-10-01,free,MX
804,2025-10-26,free,BR
805,2025-10-15,free,MX
806,2025-10-17,basic,US
807,2025-10-03,premium,MX
808,2025-09-07,free,US
809,2025-09-24,basic,US
810,2025-10-30,premium,US
811,2025-09-03,premium,US
812,2025-10-23,basic,US
813,2025-10-12,premium,US
814,2025-09-18,premium,CA
815,2025-10-17,basic,US
816,2025-10-21,free,US
817,2025-09-03,free,US
818,2025-09-07,free,US
819,2025-10-10,free,BR
820,2025-10-30,free,US
821,2025-09-02,free,US
822,2025-10-10,basic,UK
823,2025-09-09,basic,CA
824,2025-10-10,basic,BR
825,2025-10-08,free,CA
826,2025-09-06,free,UK
827,2025-10-11,basic,US
828,2025-10-24,basic,MX
829,2025-10-22,premium,MX
830,2025-09-02,premium,US
831,2025-09-15,premium,US
832,2025-09-15,free,US
833,2025-09-28,free,MX
834,2025-09-09,free,BR
835,2025-10-22,basic,BR
836,2025-10-17,premium,US
837,2025-10-19,free,US
838,2025-09-12,basic,US
839,2025-09-01,free,US
840,2025-10-25,free,UK
841,2025-09-18,free,CA
842,2025-10-10,free,UK
843,2025-10-25,premium,CA
844,2025-09-03,free,UK
845,2025-09-01,basic,US
846,2025-09-01,basic,US
847,2025-09-10,free,US
848,2025-09-04,free,US
849,2025-10-20,basic,US
850,2025-10-07,free,US
851,2025-10-29,premium,UK
852,2025-10-19,free,US
853,2025-10-28,basic,UK
854,2025-09-15,basic,BR
855,2025-09-18,free,MX
856,2025-10-21,free,MX
857,2025-09-15,premium,US
858,2025-09-04,free,MX
859,2025-10-11,free,US
860,2025-10-19,free,UK
861,2025-10-29,free,US
862,2025-10-26,basic,US
863,2025-09-08,basic,BR
864,2025-10-17,free,MX
865,2025-10-21,basic,US
866,2025-10-12,free,MX
867,2025-10-20,free,US
868,2025-10-21,basic,MX
869,2025-09-27,premium,US
870,2025-09-03,free,US
871,2025-09-28,free,US
872,2025-09-13,basic,US
873,2025-09-07,basic,US
874,2025-09-08,free,US
875,2025-10-12,free,US
876,2025-10-01,basic,US
877,2025-10-03,free,US
878,2025-10-15,free,US
879,2025-10-03,free,MX
880,2025-10-08,free,UK
881,2025-09-06,free,US
882,2025-10-22,premium,UK
883,2025-09-27,basic,US
884,2025-09-10,basic,US
885,2025-10-19,premium,BR
886,2025-10-15,free,BR
887,2025-09-04,free,CA
888,2025-09-12,premium,US
889,2025-09-01,free,BR
890,2025-09-17,basic,US
891,2025-09-06,basic,US
892,2025-10-13,free,US
893,2025-10-02,free,UK
894,2025-10-29,free,US
895,2025-10-15,free,CA
896,2025-10-07,free,MX
897,2025-10-01,free,BR
898,2025-09-04,basic,BR
899,2025-09-05,premium,CA
900,2025-10-07,basic,US
901,2025-09-01,free,US
902,2025-09-03,free,US
903,2025-09-14,free,US
904,2025-10-24,free,US
905,2025-09-28,premium,US
906,2025-10-13,free,US
907,2025-09-25,free,US
908,2025-09-11,basic,US
909,2025-09-23,free,UK
910,2025-09-06,free,US
911,2025-10-17,free,UK
912,2025-09-12,basic,UK
913,2025-09-23,basic,US
914,2025-10-29,free,BR
915,2025-10-06,premium,MX
916,2025-09-28,premium,MX
917,2025-10-03,basic,US
918,2025-10-18,free,US
919,2025-09-16,free,US
920,2025-10-09,premium,MX
921,2025-10-23,free,UK
922,2025-10-05,basic,MX
923,2025-09-27,basic,BR
924,2025-09-09,free,UK
925,2025-09-15,basic,MX
926,2025-10-27,premium,US
927,2025-10-03,basic,CA
928,2025-09-19,free,US
929,2025-09-26,premium,US
930,2025-10-05,basic,US
931,2025-10-03,basic,UK
932,2025-10-12,basic,US
933,2025-09-16,basic,US
934,2025-10-09,free,US
935,2025-09-27,free,US
936,2025-10-27,free,US
937,2025-09-10,basic,BR
938,2025-09-09,basic,CA
939,2025-09-28,basic,US
940,2025-10-01,free,US
941,2025-10-12,basic,US
942,2025-09-25,premium,US
943,2025-10-25,free,US
944,2025-09-29,basic,MX
945,2025-09-08,basic,MX
946,2025-09-08,basic,US
947,2025-10-29,free,US
948,2025-09-09,basic,US
949,2025-10-27,premium,US
950,2025-09-17,basic,UK
951,2025-09-06,premium,BR
952,2025-09-19,premium,UK
953,2025-10-07,free,UK
954,2025-09-26,basic,MX
955,2025-10-18,free,UK
956,2025-10-07,premium,US
957,2025-09-25,free,US
958,2025-10-09,free,US
959,2025-10-29,premium,US
960,2025-09-25,free,US
961,2025-09-10,basic,US
962,2025-09-25,free,BR
963,2025-10-21,premium,BR
964,2025-09-14,premium,US
965,2025-10-27,free,US
966,2025-10-06,basic,BR
967,2025-10-07,free,US
968,2025-09-20,basic,US
969,2025-10-26,basic,US
970,2025-09-03,basic,US
971,2025-09-18,free,US
972,2025-09-26,free,CA
973,2025-09-29,basic,BR
974,2025-09-29,basic,MX
975,2025-09-09,free,US
976,2025-09-14,free,CA
977,2025-09-06,free,MX
978,2025-10-05,premium,US
979,2025-09-22,free,MX
980,2025-10-04,free,US
981,2025-10-06,premium,US
982,2025-10-13,free,US
983,2025-10-03,basic,US
984,2025-10-09,free,US
985,2025-10-06,premium,US
986,2025-10-10,basic,US
987,2025-10-07,premium,UK
988,2025-09-19,free,US
989,2025-09-15,basic,US
990,2025-10-18,basic,US
991,2025-09-21,free,CA
992,2025-10-03,free,US
993,2025-09-12,free,UK
994,2025-09-26,premium,US
995,2025-10-02,basic,US
996,2025-10-08,basic,US
997,2025-10-02,basic,US
998,2025-09-22,basic,CA
999,2025-10-28,free,CA
1000,2025-10-01,free,US
1001,2025-10-19,basic,UK
1002,2025-10-15,free,US
1003,2025-10-04,premium,US
1004,2025-10-24,basic,US
1005,2025-09-08,free,US
