session_id,user_id,session_date,device,genre,watch_minutes,completed_episode
88,4,2025-11-04,web,romance,7,0
89,4,2025-11-15,mobile,sci-fi,26,0
90,4,2025-11-20,mobile,romance,35,0
91,4,2025-11-20,web,sports,23,1
92,4,2025-11-20,mobile,action,22,0
93,4,2025-11-23,tv,sports,32,1
94,4,2025-11-23,web,action,20,0
95,4,2025-12-05,web,romance,22,1
96,4,2025-12-05,tv,romance,2,0
97,5,2025-09-26,web,sports,37,1
98,5,2025-09-26,mobile,drama,15,0
99,5,2025-09-27,mobile,sci-fi,23,1
100,5,2025-09-27,tv,fantasy,40,1
101,5,2025-09-28,tv,romance,19,0
102,5,2025-09-28,web,action,30,1
103,5,2025-09-29,tv,drama,23,0
104,5,2025-09-29,mobile,sci-fi,24,1
105,5,2025-10-03,tv,fantasy,29,1
106,5,2025-10-07,mobile,sports,25,0
107,5,2025-10-11,mobile,comedy,16,0
108,5,2025-10-22,tv,fantasy,26,1
109,5,2025-10-26,mobile,action,24,1
110,5,2025-10-26,mobile,sports,11,0
111,5,2025-10-26,web,sci-fi,34,1
112,5,2025-10-26,mobile,romance,45,1
113,5,2025-11-02,mobile,comedy,14,0
114,5,2025-11-02,tablet,fantasy,34,0
115,5,2025-11-08,web,fantasy,22,0
116,5,2025-11-10,web,action,38,0
117,5,2025-11-12,mobile,fantasy,13,0
118,5,2025-11-12,web,romance,21,0
119,5,2025-11-17,web,comedy,24,1
120,5,2025-11-20,tv,drama,29,1
121,5,2025-11-30,mobile,sci-fi,45,1
122,5,2025-11-30,web,comedy,34,1
123,5,2025-11-30,mobile,drama,4,0
124,5,2025-12-03,mobile,comedy,40,0
125,5,2025-12-03,mobile,sci-fi,12,0
126,5,2025-12-09,web,fantasy,19,0
127,5,2025-12-09,mobile,drama,25,1
128,5,2025-12-09,mobile,drama,17,0
129,5,2025-12-10,tv,sci-fi,31,0
130,5,2025-12-10,web,fantasy,33,1
131,5,2025-12-21,web,sci-fi,29,0
132,5,2025-12-28,web,sci-fi,15,0
133,5,2025-12-28,mobile,drama,23,1
134,5,2025-12-28,web,comedy,18,0
135,6,2025-10-31,mobile,romance,27,1
136,6,2025-11-01,mobile,comedy,8,0
137,6,2025-11-20,tv,romance,22,0
138,6,2025-11-24,mobile,drama,23,1
139,6,2025-11-26,tv,sci-fi,16,0
140,6,2025-11-26,mobile,romance,4,0
141,6,2025-11-26,tv,sci-fi,22,1
142,7,2025-09-16,web,sci-fi,33,1
143,7,2025-09-27,web,sci-fi,19,0
144,7,2025-09-27,tv,action,6,0
145,7,2025-10-08,mobile,action,18,0
146,7,2025-10-11,web,comedy,7,0
147,7,2025-10-13,mobile,comedy,21,0
148,7,2025-10-17,web,fantasy,9,0
149,7,2025-10-17,mobile,fantasy,10,0
150,7,2025-10-17,mobile,sports,8,0
151,7,2025-10-21,web,fantasy,11,0
152,7,2025-10-21,web,action,14,0
153,7,2025-11-02,mobile,comedy,31,1
154,7,2025-11-08,web,comedy,2,0
155,7,2025-11-08,web,drama,12,0
156,7,2025-11-14,web,sports,18,0
157,7,2025-12-02,mobile,action,2,0
158,7,2025-12-15,web,romance,26,0
159,7,2025-12-16,tv,comedy,16,0
160,7,2025-12-19,web,comedy,2,0
161,8,2025-10-12,mobile,fantasy,8,0
162,8,2025-10-12,web,fantasy,32,1
163,8,2025-10-19,mobile,comedy,35,1
164,8,2025-10-19,web,sports,3,0
165,8,2025-10-19,tablet,romance,34,0
166,8,2025-10-25,web,drama,34,1
167,8,2025-10-26,mobile,fantasy,28,0
168,8,2025-10-30,web,sci-fi,53,1
169,8,2025-11-01,web,fantasy,42,0
170,8,2025-11-01,mobile,sci-fi,47,0
171,8,2025-11-01,tablet,sports,15,0
172,8,2025-11-07,mobile,comedy,24,1
173,8,2025-11-08,mobile,sports,44,0
174,8,2025-11-09,web,sports,55,1
175,8,2025-11-15,mobile,comedy,41,0
176,8,2025-11-16,tv,drama,35,0
177,8,2025-11-16,web,drama,21,1
178,8,2025-11-23,tv,comedy,39,0
179,8,2025-11-30,web,fantasy,34,1
180,8,2025-12-10,mobile,sports,27,1
181,8,2025-12-14,mobile,fantasy,31,1
182,8,2025-12-14,mobile,drama,20,0
183,8,2025-12-14,tablet,sci-fi,38,1
184,8,2025-12-16,web,comedy,28,0
185,8,2025-12-16,mobile,sci-fi,41,1
186,8,2025-12-17,mobile,comedy,53,1
187,8,2025-12-17,mobile,drama,34,1
188,8,2025-12-20,mobile,drama,35,0
189,8,2025-12-21,tablet,action,37,0
190,8,2025-12-21,tablet,drama,30,1
191,8,2026-01-03,mobile,sports,39,0
192,8,2026-01-03,web,fantasy,43,0
193,8,2026-01-03,mobile,action,29,0
194,8,2026-01-05,web,romance,32,1
195,8,2026-01-05,mobile,sports,39,1
196,8,2026-01-09,tv,fantasy,20,1
197,8,2026-01-10,tv,sports,25,1
198,8,2026-01-20,mobile,sports,43,1
199,8,2026-01-27,tv,fantasy,38,0
200,8,2026-01-28,web,drama,24,0
201,8,2026-01-29,mobile,sports,45,1
202,8,2026-02-02,mobile,action,25,1
203,8,2026-02-02,web,sci-fi,38,0
204,8,2026-02-03,tv,sports,47,1
205,8,2026-02-03,mobile,sci-fi,35,1
206,8,2026-02-03,mobile,comedy,28,1
207,8,2026-02-03,mobile,sci-fi,42,1
208,9,2025-09-14,mobile,fantasy,8,0
209,9,2025-09-17,mobile,action,9,0
210,9,2025-09-25,mobile,action,16,0
211,9,2025-09-25,web,drama,19,0
212,9,2025-09-29,tv,fantasy,18,0
213,9,2025-09-29,web,sci-fi,18,0
214,9,2025-09-29,web,fantasy,12,0
215,9,2025-10-02,mobile,comedy,13,0
216,9,2025-10-02,tv,action,2,0
217,10,2025-10-01,mobile,fantasy,11,0
218,10,2025-10-01,web,action,17,0
219,10,2025-10-11,mobile,romance,32,0
220,10,2025-10-11,mobile,drama,6,0
221,10,2025-10-28,mobile,comedy,24,0
222,10,2025-10-28,web,sci-fi,31,0
223,10,2025-11-08,tv,comedy,10,0
224,10,2025-11-16,mobile,sci-fi,9,0
225,10,2025-11-16,tv,sci-fi,35,1
226,10,2025-11-22,tablet,comedy,22,1
227,10,2025-11-30,mobile,fantasy,19,0
228,10,2025-11-30,tv,fantasy,13,0
229,10,2025-12-10,mobile,drama,42,1
230,10,2025-12-10,mobile,romance,10,0
231,10,2025-12-21,mobile,romance,22,1
232,10,2025-12-21,tv,action,28,0
233,10,2025-12-27,tablet,sci-fi,9,0
234,10,2025-12-27,mobile,action,23,1
235,10,2025-12-28,tv,sports,25,1
236,10,2025-12-28,tv,fantasy,29,1
237,10,2025-12-29,mobile,action,6,0
238,10,2025-12-29,mobile,romance,23,1
239,10,2026-01-01,mobile,comedy,26,0
240,11,2025-10-10,web,sci-fi,19,0
241,11,2025-10-11,web,romance,22,1
242,11,2025-10-11,web,sci-fi,19,0
243,11,2025-10-11,mobile,drama,29,0
244,11,2025-10-12,web,action,23,1
245,11,2025-10-19,web,sci-fi,37,0
246,11,2025-10-19,mobile,drama,26,0
247,11,2025-10-19,mobile,action,10,0
248,11,2025-10-30,web,romance,14,0
249,11,2025-11-04,mobile,romance,10,0
250,11,2025-11-04,web,romance,36,1
251,11,2025-11-07,tv,sci-fi,25,1
252,11,2025-11-25,web,drama,16,0
253,11,2025-11-25,web,romance,34,1
254,11,2025-11-30,mobile,fantasy,32,0
255,11,2025-11-30,web,fantasy,32,1
256,11,2025-12-04,web,sports,23,1
257,11,2025-12-04,tv,sports,20,1
258,11,2025-12-07,mobile,sci-fi,3,0
259,11,2025-12-11,tv,action,30,0
260,11,2025-12-11,web,drama,39,1
261,11,2025-12-13,mobile,drama,34,1
262,11,2025-12-13,tv,drama,17,0
263,11,2025-12-14,web,action,28,1
264,11,2025-12-14,mobile,action,32,0
265,12,2025-11-02,mobile,sports,16,0
266,12,2025-11-02,tv,action,11,0
267,12,2025-11-04,tv,romance,42,0
268,12,2025-11-04,tv,action,10,0
269,12,2025-11-04,tv,action,5,0
270,12,2025-11-04,web,sci-fi,19,0
271,12,2025-11-06,web,romance,13,0
272,12,2025-11-06,mobile,fantasy,28,0
273,12,2025-11-06,mobile,sci-fi,7,0
274,12,2025-11-08,tv,sci-fi,16,0
275,12,2025-11-17,web,romance,5,0
276,12,2025-11-17,tv,drama,19,0
277,12,2025-11-17,mobile,sports,27,0
278,12,2025-11-17,tablet,comedy,32,1
279,12,2025-11-17,tv,action,16,0
280,12,2025-11-18,mobile,action,24,1
281,12,2025-11-18,tv,action,22,0
282,12,2025-11-30,tablet,romance,24,1
283,12,2025-11-30,mobile,romance,2,0
284,12,2025-11-30,tv,romance,2,0
285,12,2025-12-05,web,sci-fi,14,0
286,12,2025-12-18,tv,fantasy,12,0
287,12,2025-12-18,mobile,fantasy,20,1
288,12,2025-12-18,web,fantasy,36,0
289,12,2025-12-20,mobile,sports,9,0
290,12,2025-12-20,tv,drama,14,0
291,12,2025-12-25,mobile,sports,23,1
292,12,2025-12-25,web,comedy,20,0
293,12,2025-12-25,mobile,fantasy,10,0
294,12,2025-12-26,mobile,sports,17,0
295,12,2025-12-26,web,sci-fi,22,1
296,12,2025-12-26,web,fantasy,18,0
297,12,2025-12-26,tv,action,19,0
298,12,2025-12-31,mobile,sports,18,0
299,12,2026-01-01,web,action,2,0
300,12,2026-01-02,mobile,fantasy,24,0
301,12,2026-01-02,mobile,sci-fi,2,0
302,12,2026-01-04,web,drama,29,0
303,12,2026-01-04,tv,fantasy,16,0
304,12,2026-01-05,mobile,sports,37,0
305,12,2026-01-05,tv,action,34,0
306,12,2026-01-05,mobile,sci-fi,30,0
307,12,2026-01-06,web,action,19,0
308,12,2026-01-06,tv,sci-fi,12,0
309,12,2026-01-09,mobile,romance,8,0
310,12,2026-01-09,tv,sports,31,1
311,12,2026-01-22,mobile,romance,16,0
312,12,2026-01-22,mobile,sci-fi,7,0
313,12,2026-01-26,mobile,sports,22,0
314,12,2026-01-26,mobile,action,4,0
315,12,2026-02-05,mobile,comedy,17,0
316,12,2026-02-05,web,romance,12,0
317,12,2026-02-05,tv,fantasy,22,1
318,12,2026-02-05,mobile,fantasy,27,1
319,12,2026-02-08,tv,action,29,0
320,12,2026-02-08,web,action,30,1
321,12,2026-02-08,mobile,action,22,1
322,12,2026-02-08,tv,drama,15,0
323,12,2026-02-08,tv,sci-fi,38,0
324,12,2026-02-09,mobile,fantasy,29,0
325,12,2026-02-09,tablet,sci-fi,29,0
326,12,2026-02-10,tablet,comedy,37,1
327,12,2026-02-10,mobile,comedy,35,1
328,12,2026-02-10,tv,fantasy,29,1
329,12,2026-02-10,web,romance,34,1
330,12,2026-02-11,mobile,drama,19,0
331,12,2026-02-11,web,comedy,18,0
332,12,2026-02-11,tv,sci-fi,25,1
333,12,2026-02-11,mobile,comedy,23,1
334,12,2026-02-16,web,sci-fi,45,1
335,12,2026-02-16,tv,comedy,16,0
336,12,2026-02-17,tv,action,23,0
337,12,2026-02-19,web,fantasy,20,1
338,12,2026-02-19,tv,fantasy,3,0
339,12,2026-02-23,web,fantasy,50,0
340,13,2025-10-26,tablet,sports,19,0
341,14,2025-10-18,web,drama,15,0
342,14,2025-10-19,tv,drama,16,0
343,14,2025-10-27,web,comedy,20,0
344,14,2025-11-06,tablet,comedy,18,0
345,14,2025-11-06,mobile,sports,28,1
346,14,2025-11-23,tv,action,9,0
347,14,2025-11-23,web,sci-fi,17,0
348,14,2025-11-23,tv,comedy,4,0
349,14,2025-11-26,web,action,13,0
350,14,2025-11-26,web,drama,37,1
351,14,2025-11-28,mobile,fantasy,29,0
352,14,2025-11-28,tv,drama,19,0
353,14,2025-12-01,web,drama,8,0
354,14,2025-12-01,web,action,4,0
355,14,2025-12-01,mobile,comedy,18,0
356,14,2025-12-11,web,romance,36,1
357,14,2025-12-11,tv,sports,14,0
358,14,2025-12-13,mobile,fantasy,14,0
359,14,2025-12-13,tv,fantasy,35,0
360,14,2025-12-13,mobile,romance,15,0
361,14,2025-12-13,tv,fantasy,10,0
362,14,2025-12-14,web,drama,10,0
363,14,2025-12-15,web,sci-fi,13,0
364,14,2025-12-15,web,sci-fi,28,1
365,14,2025-12-20,mobile,action,19,0
366,14,2025-12-20,web,sci-fi,3,0
367,15,2025-10-17,mobile,fantasy,14,0
368,15,2025-10-17,tv,sci-fi,28,0
369,15,2025-10-17,mobile,action,52,0
370,15,2025-10-17,tv,action,31,1
371,15,2025-10-24,mobile,romance,55,1
372,15,2025-10-25,web,fantasy,27,0
373,15,2025-10-25,web,fantasy,35,1
374,15,2025-10-25,tv,fantasy,31,0
375,15,2025-11-16,mobile,romance,27,1
376,15,2025-11-16,tablet,drama,28,1
377,15,2025-11-17,mobile,sports,34,1
378,15,2025-11-22,tablet,drama,34,1
379,15,2025-11-22,mobile,comedy,35,1
380,15,2025-11-26,mobile,action,46,1
381,15,2025-11-26,tablet,fantasy,50,1
382,15,2025-11-26,mobile,drama,30,0
383,15,2025-11-30,web,action,35,1
384,15,2025-11-30,web,drama,29,1
385,15,2025-12-01,web,sci-fi,39,1
386,15,2025-12-04,mobile,romance,33,1
387,15,2025-12-04,tv,sci-fi,13,0
388,15,2025-12-04,tv,sci-fi,60,1
389,15,2025-12-19,tv,comedy,24,1
390,15,2025-12-19,tablet,sci-fi,18,0
391,15,2025-12-19,web,romance,31,0
392,15,2025-12-21,web,fantasy,37,1
393,15,2025-12-28,mobile,comedy,60,0
394,15,2025-12-28,mobile,drama,45,1
395,15,2026-01-07,web,sci-fi,25,0
396,15,2026-01-07,mobile,comedy,32,1
397,15,2026-01-11,web,sci-fi,43,1
398,15,2026-01-12,mobile,action,53,1
399,15,2026-01-16,web,fantasy,56,1
400,15,2026-01-16,tv,comedy,28,0
401,15,2026-01-18,tv,comedy,42,1
402,15,2026-01-18,mobile,action,55,1
403,15,2026-01-19,mobile,sci-fi,21,0
404,15,2026-01-20,tablet,sports,22,0
405,15,2026-01-20,web,fantasy,25,0
406,15,2026-02-04,tablet,sci-fi,34,1
407,15,2026-02-04,web,romance,34,1
408,15,2026-02-08,mobile,fantasy,25,1
409,15,2026-02-10,mobile,action,42,1
410,15,2026-02-10,tv,drama,36,1
411,16,2025-10-18,tv,comedy,21,1
412,16,2025-10-18,web,sports,17,0
413,16,2025-10-18,web,action,20,1
414,16,2025-10-19,web,comedy,18,0
415,16,2025-10-19,mobile,sci-fi,19,0
416,16,2025-10-19,tv,action,32,1
417,16,2025-10-21,mobile,drama,12,0
418,16,2025-10-21,mobile,sci-fi,15,0
419,16,2025-10-21,web,sports,35,1
420,16,2025-10-30,web,action,22,0
421,16,2025-10-30,mobile,comedy,46,1
422,16,2025-10-30,web,action,27,1
423,16,2025-11-01,mobile,action,3,0
424,16,2025-11-01,tablet,sci-fi,9,0
425,16,2025-11-01,web,romance,28,1
426,16,2025-11-01,tv,romance,24,1
427,16,2025-11-02,web,sci-fi,15,0
428,16,2025-11-02,web,fantasy,29,1
429,16,2025-11-05,tv,romance,24,1
430,16,2025-11-05,web,drama,17,0
431,16,2025-11-05,tv,sci-fi,2,0
432,16,2025-11-11,tv,action,16,0
433,16,2025-11-11,web,sports,22,0
434,16,2025-11-11,mobile,sports,23,1
435,16,2025-11-17,mobile,romance,23,0
436,16,2025-11-21,tv,drama,20,1
437,16,2025-11-21,mobile,romance,35,1
438,16,2025-11-21,web,sports,11,0
439,16,2025-11-21,tv,drama,16,0
440,16,2025-12-08,tv,comedy,12,0
441,16,2025-12-08,tv,sci-fi,32,1
442,16,2025-12-08,web,fantasy,16,0
443,16,2025-12-09,web,sci-fi,14,0
444,16,2025-12-09,mobile,action,4,0
445,16,2025-12-15,web,romance,12,0
446,16,2025-12-15,web,sports,10,0
447,16,2025-12-16,web,comedy,31,1
448,16,2025-12-16,web,action,28,1
449,16,2025-12-16,mobile,sci-fi,2,0
450,16,2025-12-16,web,romance,10,0
451,16,2025-12-16,web,comedy,26,0
452,16,2025-12-23,tablet,drama,23,1
453,16,2025-12-23,web,romance,4,0
454,16,2025-12-24,mobile,comedy,7,0
455,16,2025-12-24,tv,action,15,0
456,16,2025-12-25,mobile,fantasy,15,0
457,16,2025-12-25,web,sports,27,1
458,16,2025-12-25,mobile,action,4,0
459,16,2025-12-27,web,comedy,29,1
460,16,2025-12-27,tablet,sci-fi,10,0
461,16,2025-12-27,mobile,romance,13,0
462,16,2026-01-01,tablet,sports,2,0
463,16,2026-01-01,tablet,action,36,1
464,16,2026-01-04,web,sports,4,0
465,16,2026-01-04,tv,sports,32,0
466,16,2026-01-04,web,action,23,1
467,16,2026-01-04,tv,comedy,17,0
468,16,2026-01-04,web,fantasy,24,1
469,16,2026-01-04,tv,drama,17,0
470,16,2026-01-07,web,sports,14,0
471,16,2026-01-07,tv,action,17,0
472,16,2026-01-07,web,drama,4,0
473,16,2026-01-07,tv,sports,18,0
474,16,2026-01-07,tv,romance,6,0
475,16,2026-01-11,mobile,sci-fi,6,0
476,16,2026-01-11,mobile,drama,11,0
477,16,2026-01-11,mobile,comedy,25,1
478,16,2026-01-11,web,sci-fi,10,0
479,16,2026-01-16,mobile,comedy,24,0
480,16,2026-01-16,tablet,action,28,1
481,16,2026-01-16,mobile,romance,21,0
482,16,2026-01-18,mobile,action,12,0
483,16,2026-02-03,mobile,comedy,21,0
484,16,2026-02-04,mobile,action,14,0
485,16,2026-02-04,tablet,fantasy,2,0
486,16,2026-02-04,web,sports,30,1
487,16,2026-02-04,mobile,action,36,0
488,16,2026-02-06,mobile,fantasy,40,1
489,16,2026-02-06,tv,sports,33,0
490,16,2026-02-08,tablet,romance,24,1
491,16,2026-02-11,mobile,romance,13,0
492,16,2026-02-11,tv,romance,19,0
493,16,2026-02-11,web,action,25,1
494,16,2026-02-12,tv,romance,17,0
495,16,2026-02-12,web,sci-fi,14,0
496,17,2025-10-05,tv,fantasy,18,0
497,17,2025-10-05,mobile,action,41,1
498,17,2025-10-05,web,comedy,39,0
499,17,2025-10-05,web,action,15,0
500,17,2025-10-05,mobile,comedy,4,0
501,17,2025-10-07,web,sci-fi,17,0
502,17,2025-10-09,mobile,action,26,0
503,17,2025-10-09,web,action,32,0
504,17,2025-10-16,mobile,fantasy,31,1
505,17,2025-10-16,mobile,romance,36,0
506,17,2025-10-16,web,fantasy,17,0
507,17,2025-10-19,mobile,sports,35,0
508,17,2025-10-21,tv,drama,20,0
509,17,2025-10-21,tv,action,15,0
510,17,2025-10-21,tv,romance,23,0
511,17,2025-11-04,web,sci-fi,28,1
512,17,2025-11-04,tablet,drama,22,0
513,17,2025-11-10,mobile,drama,16,0
514,17,2025-11-24,mobile,comedy,15,0
515,17,2025-11-24,web,sports,16,0
516,17,2025-11-24,web,fantasy,13,0
517,18,2025-09-13,mobile,sci-fi,20,1
518,18,2025-09-13,mobile,action,35,1
519,18,2025-10-06,tv,comedy,21,1
520,18,2025-10-10,web,drama,26,1
521,18,2025-10-10,tv,romance,26,1
522,18,2025-10-19,tablet,comedy,16,0
523,18,2025-10-21,mobile,romance,29,0
524,18,2025-10-21,web,sports,16,0
525,18,2025-10-23,tv,romance,21,1
526,18,2025-10-23,web,action,14,0
527,18,2025-10-23,mobile,action,12,0
528,18,2025-11-04,tablet,sci-fi,15,0
529,18,2025-11-23,mobile,sci-fi,19,0
530,18,2025-11-27,web,action,33,1
531,18,2025-12-07,tv,fantasy,12,0
532,18,2025-12-15,mobile,sports,25,0
533,18,2025-12-15,mobile,drama,9,0
534,18,2025-12-19,mobile,action,19,0
535,19,2025-10-24,tv,sci-fi,14,0
536,19,2025-10-24,web,action,11,0
537,19,2025-10-24,mobile,action,29,1
538,19,2025-10-24,mobile,romance,15,0
539,19,2025-10-25,tv,fantasy,2,0
540,19,2025-10-27,mobile,comedy,16,0
541,19,2025-10-27,mobile,fantasy,14,0
542,19,2025-10-27,tv,drama,31,0
543,19,2025-10-27,tv,sci-fi,29,1
544,19,2025-10-27,web,comedy,22,1
545,19,2025-11-07,tv,sports,8,0
546,19,2025-11-07,mobile,romance,18,0
547,19,2025-11-07,tv,comedy,23,1
548,19,2025-11-24,tablet,sports,21,0
549,19,2025-11-26,web,fantasy,18,0
550,19,2025-11-26,tv,action,17,0
551,19,2025-11-26,web,romance,16,0
552,20,2025-10-03,tv,fantasy,26,0
553,20,2025-10-03,mobile,romance,45,1
554,20,2025-10-13,mobile,action,31,0
555,20,2025-10-25,tv,fantasy,25,1
556,20,2025-11-08,tablet,sports,21,0
557,20,2025-11-10,tablet,fantasy,25,1
558,20,2025-11-11,mobile,romance,26,0
559,20,2025-12-05,tv,action,28,0
560,20,2025-12-18,web,sci-fi,14,0
561,20,2025-12-18,tv,sports,36,1
562,20,2025-12-18,web,sports,26,0
563,20,2025-12-21,web,action,20,1
564,20,2025-12-21,mobile,comedy,24,0
565,20,2025-12-25,tv,romance,27,1
566,20,2026-01-20,mobile,sci-fi,35,1
567,20,2026-01-20,web,romance,25,1
568,21,2025-10-05,web,drama,21,1
569,21,2025-10-05,mobile,sci-fi,32,1
570,21,2025-10-12,mobile,romance,4,0
571,21,2025-10-12,web,sports,14,0
572,21,2025-10-12,mobile,sports,12,0
573,21,2025-10-17,tv,comedy,24,0
574,21,2025-10-17,web,action,15,0
575,21,2025-10-27,web,fantasy,2,0
576,21,2025-11-02,web,fantasy,28,1
577,21,2025-11-02,tablet,action,29,0
578,22,2025-09-23,web,fantasy,35,1
579,22,2025-09-23,web,sci-fi,34,1
580,22,2025-09-23,tv,comedy,24,1
581,22,2025-09-27,mobile,sci-fi,19,0
582,22,2025-09-27,mobile,sports,23,0
583,22,2025-09-28,tv,sports,29,1
584,22,2025-10-09,mobile,comedy,22,0
585,22,2025-10-09,mobile,drama,17,0
586,22,2025-10-12,mobile,sports,25,1
587,22,2025-10-12,mobile,action,20,1
588,22,2025-10-12,mobile,comedy,28,0
589,22,2025-10-19,tv,sci-fi,28,1
590,22,2025-10-20,mobile,sports,23,1
591,22,2025-10-20,mobile,romance,18,0
592,22,2025-10-20,mobile,action,24,1
593,22,2025-10-21,mobile,sci-fi,21,1
594,22,2025-10-21,mobile,sports,35,1
595,22,2025-10-21,web,action,21,0
596,22,2025-10-21,mobile,fantasy,2,0
597,22,2025-10-21,web,fantasy,26,1
598,22,2025-10-29,tablet,sports,12,0
599,22,2025-10-29,web,fantasy,27,0
600,22,2025-10-29,tv,romance,42,1
601,22,2025-11-06,mobile,comedy,21,1
602,22,2025-11-08,mobile,sports,2,0
603,22,2025-11-09,web,romance,13,0
604,23,2025-09-14,mobile,drama,11,0
605,23,2025-09-17,web,comedy,15,0
606,23,2025-09-17,web,sports,29,0
607,23,2025-09-17,tv,action,23,0
608,23,2025-09-17,web,sports,23,0
609,23,2025-09-21,mobile,drama,17,0
610,23,2025-09-21,mobile,action,17,0
611,23,2025-09-21,web,drama,24,1
612,23,2025-09-21,web,action,34,1
613,23,2025-09-21,tv,romance,29,0
614,23,2025-09-30,tv,drama,27,0
615,23,2025-10-01,web,drama,37,1
616,23,2025-10-11,tv,fantasy,35,1
617,23,2025-10-11,web,comedy,11,0
618,23,2025-10-11,mobile,sports,32,0
619,24,2025-11-09,mobile,comedy,20,1
620,24,2025-11-15,tablet,romance,14,0
621,24,2025-11-18,tablet,comedy,21,1
622,24,2025-11-18,mobile,comedy,18,0
623,24,2025-11-19,mobile,action,46,1
624,24,2025-11-28,web,romance,9,0
625,24,2025-12-04,tv,drama,22,1
626,24,2025-12-04,mobile,drama,6,0
627,24,2025-12-04,mobile,drama,20,0
628,24,2025-12-14,mobile,drama,31,1
629,24,2025-12-14,web,sports,38,1
630,24,2025-12-17,tv,sports,32,0
631,24,2025-12-17,tv,sports,10,0
632,24,2026-01-03,mobile,comedy,29,1
633,24,2026-01-03,web,comedy,25,1
634,24,2026-01-03,mobile,action,19,0
635,24,2026-01-09,web,romance,38,1
636,24,2026-01-09,mobile,comedy,7,0
637,24,2026-01-09,mobile,romance,18,0
